key_1,AC No,PS No,Point,Longitude,Latitide,key
24_17 ,24,17,17 - Sharat Choudhuri Para Uccha Buniyadi Vidyalaya,91.52782759,24.00281222,24_17 
24_18 ,24,18,18 - Natun Melka Bari S.B. School,91.54722338,24.01705569,24_18 
24_19 ,24,19,19 - Labanya Choudhury Para High School,91.5272238,23.99057851,24_19 
24_2 ,24,2,2 - Bagabil Uccha Vidyalaya,91.5510732,24.0141725,24_2 
24_20 ,24,20,20 - Mare Haduk Para S.B. School,91.5711048,24.0172887,24_20 
24_21 ,24,21,21 - Sonaraibari SB School,91.571325,24.0032721,24_21 
24_22 ,24,22,22 - Ampura Class XII School,91.58071735,24.0009896,24_22 
24_23 ,24,23,23 - Nakshatrabari J.B. School,91.57464026,24.04107647,24_23 
24_24 ,24,24,24 - Aathaibari Uccha Vidyalaya,91.58110413,24.01628823,24_24 
24_25 ,24,25,25 - Laltila Nimna Buniyadi Vidyalaya,91.5546402,24.0300764,24_25 
24_26 ,24,26,26 - North Ramchandraghat Uccha Vidyalaya,91.5546402,24.0300764,24_26 
24_27 ,24,27,27 - Seoratali Nimna Buniyadi Vidyalaya,91.5546402,24.0300764,24_27 
24_28 ,24,28,28 - Panditaram Bari Uccha Buniyadi Vidyalaya,91.5546402,24.0300764,24_28 
24_29 ,24,29,29 - Aakhadabari Uccha Buniyadi Vidyalaya,91.5561322,23.9903261,24_29 
24_3 ,24,3,3 - Ratanpur Class XII School,91.54088108,24.001814,24_3 
24_30 ,24,30,30 - Iswar Sardar Para Uccha Vidyalaya(Uttarangsha),91.55796623,23.98104485,24_30 
24_31 ,24,31,31 - Iswar Sardar Para Uccha Vidyalaya(Dakshinangsha),91.55797011,23.98098427,24_31 
24_32 ,24,32,32 - Nalangbari Uccha Buniyadi Vidyalaya,91.5577721,23.9903721,24_32 
24_33 ,24,33,33 - Warentobari SB School,91.55932064,23.95780921,24_33 
24_34 ,24,34,34 - Ramdayalthakurpara SB School,91.57745259,23.9627922,24_34 
24_35 ,24,35,35 - Chhanakhalabari Model Uccha Buniyadi Vidyalaya,91.5805213,23.94569677,24_35 
24_36 ,24,36,36 - Deshabandhu Bidyaniketan Uccha Buniyadi Vidyalaya,91.5546402,24.0300764,24_36 
24_37 ,24,37,37 - Battali Uccha Vidyalaya,91.610566,24.0168957,24_37 
24_38 ,24,38,38 - Purbaramachandraghat Uccha Buniyadi Vidyalaya,91.60080034,24.01701836,24_38 
24_39 ,24,39,39 - East Ramachandraghat Colony Nimna Buniyadi Vidyalaya,91.61021226,24.004022,24_39 
24_4 ,24,4,4 - Kachamati S.B. School,91.5672732,24.0140725,24_4 
24_40 ,24,40,40 - Gaurangatila H.S. School (Uttarangsha),91.5546402,24.0300764,24_40 
24_41 ,24,41,41 - Gaurangatila H.S. School (Purbangsha),91.5546402,24.0300764,24_41 
24_42 ,24,42,42 - Khamartila Nimna Buniyadi Vidyalaya,91.5546402,24.0300764,24_42 
24_43 ,24,43,43 - Baganbajar Uccha Vidyalaya,91.5546402,24.0300764,24_43 
24_44 ,24,44,44 - Dwarikapur Uccha Vidyalaya(Purbangsha),91.5546402,24.0300764,24_44 
24_45 ,24,45,45 - Dwarikapur Uccha Vidyalaya(Dakshinangsha),91.5546402,24.0300764,24_45 
24_46 ,24,46,46 - Khas Kalyanapur Uccha Vidyalaya,91.5546402,24.0300764,24_46 
24_5 ,24,5,5 - Barajambira Bari S.B. School,91.5546402,24.0300764,24_5 
24_6 ,24,6,6 - Belachara Uccha Vidyalaya,91.5546402,24.0300764,24_6 
24_7 ,24,7,7 - Rathatila Uccha Buniyadi Vidyalaya,91.5546402,24.0300764,24_7 
24_8 ,24,8,8 - Debendra Choudhury Para High School,91.56107325,24.0162357,24_8 
24_9 ,24,9,9 - Gaurnagar Uccha Buniyadi Vidyalaya,91.5546402,24.0300764,24_9 
25_1 ,25,1,1 - Chebari Dwadash Shreni Vidyalaya,91.62643251,24.02550471,25_1 
25_10 ,25,10,10 - Garu Bari Uccha Buniyadi Vidyalaya,91.63244732,23.98962458,25_10 
25_11 ,25,11,11 - Ramdev Thakur Para Uccha Buniyadi Vidyalaya,91.6533299,23.99814214,25_11 
25_12 ,25,12,12 - Pashchim Shantinagar Uccha Vidyalaya,91.62572263,23.9730903,25_12 
25_14 ,25,14,14 - Kunjaban Uchha Buniyadi Vidyalaya (N/W),91.60160586,23.94382592,25_14 
25_15 ,25,15,15 - Kunjaban S.B. School (S/W),91.60160586,23.94382592,25_15 
25_16 ,25,16,16 - Gadia Dafadar Para Uccha Buniyadi Vidyalaya(Purbangsha),91.62234645,23.96189077,25_16 
25_17 ,25,17,17 - Gadia Dafadar Para Uccha Buniyadi Vidyalaya(Pashchimangsha),91.62234645,23.96189077,25_17 
25_18 ,25,18,18 - Kunjaban Uccha Vidyalaya,91.59710492,23.93585579,25_18 
25_19 ,25,19,19 - Uttar Ghilatali (Ratia) Dwadash Shreni Vidyalaya(Dakshinangsha),91.62256347,23.96193606,25_19 
25_20 ,25,20,20 - North Ghilatali (Ratia) Dwadash Shreni Vidyalaya (Uttarangsha),91.62234645,23.96189077,25_20 
25_21 ,25,21,21 - Nagurai Kobra Para Nimna  Buniyadi Vidyalaya,91.64366651,23.97774798,25_21 
25_22 ,25,22,22 - Office of the Fishery Officer; Kalyanapur,91.60758904,23.93866988,25_22 
25_24 ,25,24,24 - Kalyanapur Bazar Colony Balika Uccha Vidyalaya,91.60275528,23.92923303,25_24 
25_25 ,25,25,25 - Ruprai Hour S.B. School (W/W),91.57691861,23.9207165,25_25 
25_26 ,25,26,26 - Ruprai Hour Uccha Buniyadi Vidyalaya (N/W),91.57725198,23.92185997,25_26 
25_27 ,25,27,27 - Debatabari Uccha Buniyadi Vidyalaya,91.59535426,23.90158034,25_27 
25_28 ,25,28,28 - Gagan Chandra Chaudhuri Para Uchach Buniyadi Vidyalaya(Uttarangsha),91.5993235,23.91856317,25_28 
25_29 ,25,29,29 - Gagan Chandra Chaudhuri Para Uchach Buniyadi Vidyalaya(Dakshinangsha),91.5994502,23.91839307,25_29 
25_3 ,25,3,3 - Sachindra Nagar Colony Uccha Buniyadi Vidyalaya,91.63443879,24.01701639,25_3 
25_30 ,25,30,30 - Kalyanpur H.S. School (Uttarangsha),91.60997858,23.9349863,25_30 
25_31 ,25,31,31 - Kalyanapur Nimn Buniyadi Vidyalaya(Dakshinangsha),91.61072121,23.93422482,25_31 
25_32 ,25,32,32 - Saranjay Chaudhuri Para Uccha Vidyalaya,91.61952249,23.93935034,25_32 
25_33 ,25,33,33 - Harimahajan Tila Anganwadi Centre,91.62304462,23.93482137,25_33 
25_34 ,25,34,34 - Batekha Hour Nimn Buniyadi Vidyalaya,91.6156431,23.91923324,25_34 
25_35 ,25,35,35 - Utabari Uccha Buniyadi Vidyalaya,91.60766713,23.9164417,25_35 
25_36 ,25,36,36 - Puratan Kantiya Thakor Para Nimn Buniyadi Vidyalaya,91.62821757,23.93712697,25_36 
25_37 ,25,37,37 - Sitakunda Uccha Buniyadi Vidyalaya,91.63848092,23.94506794,25_37 
25_38 ,25,38,38 - Dinadayal Sardar Para Uccha  Buniyadi Vidyalaya,91.63155363,23.92545485,25_38 
25_4 ,25,4,4 - Chebari Uccha Vidyalaya (Uttarangsha),91.62262581,24.01369291,25_4 
25_40 ,25,40,40 - Ghilatali Bazar Dwadash Shreni Vidyalaya (Purbangsha),91.62664096,23.91832345,25_40 
25_41 ,25,41,41 - Ghilatali Bazar Dwadash Shreni Vidyalaya (Pashchimangsha),91.62663243,23.9183375,25_41 
25_42 ,25,42,42 - Kalyanapur Totabadi Uccha Vidyalaya,91.62021406,23.90966677,25_42 
25_43 ,25,43,43 - Malay Sardar Para Uccha Buniyadi Vidyalaya,91.6175609,23.88815742,25_43 
25_45 ,25,45,45 - Kamalnagar Uccha Vidyalaya (Pashchimangsha),91.62830213,23.90182087,25_45 
25_46 ,25,46,46 - Morgang Para Nimna Buniyadi Vidyalaya,91.62836522,23.90183838,25_46 
25_47 ,25,47,47 - Kamalnagar High School (N/W),91.62836522,23.90183838,25_47 
25_48 ,25,48,48 - Niranjan Sardar Para Uccha Buniyadi Vidyalaya (West Wing),91.64320984,23.91864054,25_48 
25_49 ,25,49,49 - Niranjan Sardar Para Uccha Buniyadi Vidyalaya(East Wing),91.64320984,23.91864054,25_49 
25_5 ,25,5,5 - Chebari Uccha Vidyalaya (Dakshinangsha),91.62251651,24.01392937,25_5 
25_50 ,25,50,50 - North Maharanipur Bhumihin Colony Nimna Buniyadi Vidyalaya,91.66420402,23.92073988,25_50 
25_51 ,25,51,51 - Balaram Kobra C.R.C.,91.67164615,23.91694006,25_51 
25_52 ,25,52,52 - Maharanipur Bazar High School,91.62954161,23.91804094,25_52 
25_53 ,25,53,53 - Krishna manika para Uccha Buniyadi Vidyalaya,91.66308226,23.91363034,25_53 
25_54 ,25,54,54 - Rambabu Sampadak Para Uccha Vidyalaya (South Wing,91.63943781,23.89804093,25_54 
25_55 ,25,55,55 - Rambabu Sampadak Para Uccha Vidyalaya (N/W),91.63954111,23.89807801,25_55 
25_56 ,25,56,56 - Laxmi Charan Para Anganwari Centre,91.68794081,23.91532249,25_56 
25_6 ,25,6,6 - Pashchim Chebri Panchayet Office,91.62566555,24.01213698,25_6 
25_7 ,25,7,7 - Bidyamohan Thakur Para Uccha Vidyalaya(E/W),91.63798735,24.00939372,25_7 
25_8 ,25,8,8 - Bidyamohan Thakur Para Uccha Vidyalaya(W/W),91.62234645,23.96189077,25_8 
25_9 ,25,9,9 - Sonachara SB School,91.62234645,23.96189077,25_9 
26_1 ,26,1,1 - Udana Uccha Buniyadi Vidyalaya,91.6622524,24.22686454,26_1 
26_10 ,26,10,10 - Pashchim Lakshichhada Panchayet Office,91.67969643,24.1390074,26_10 
26_11 ,26,11,11 - Sahadas Bashnab Bari Uccha Buniyadi Vidyalaya,91.70650248,24.12772525,26_11 
26_12 ,26,12,12 - Behalabari Class XII School,91.67969643,24.1390074,26_12 
26_13 ,26,13,13 - Gopalnagar Uccha Vidyalaya,91.70546361,24.10402188,26_13 
26_14 ,26,14,14 - Khatiyabari Uccha Buniyadi Vidyalaya,91.696919,24.09803824,26_14 
26_15 ,26,15,15 - Bishwamani Akharabari Uccha Buniyadi Vidyalaya,91.68256988,24.10505462,26_15 
26_16 ,26,16,16 - Bachaibari Class-XII School,91.67969643,24.1390074,26_16 
26_17 ,26,17,17 - Baratilla Uccha Buniyadi Vidyalaya,91.67969643,24.1390074,26_17 
26_18 ,26,18,18 - Lathabari Nimna Buniyadi Vidyalaya,91.65743042,24.0833105,26_18 
26_19 ,26,19,19 - Purba Singichara Anganwadi Kendra,91.63536638,24.07492069,26_19 
26_2 ,26,2,2 - Banbajar Uccha Vidyalaya,91.6599184,24.20338264,26_2 
26_20 ,26,20,20 - Gutiyathal Uccha Vidyalaya,91.6451461,24.08876737,26_20 
26_21 ,26,21,21 - Rammanik Sardar Para Uccha Vidyalaya,91.64729231,24.0615355,26_21 
26_22 ,26,22,22 - Parshuram Bari Uccha Buniyadi Vidyalaya,91.686492,24.0693435,26_22 
26_23 ,26,23,23 - Bharat Sardar  Para Class-XII School (NW),91.67946011,24.064619,26_23 
26_24 ,26,24,24 - Bharat Sardar Para Class-XII School (SW),91.6735571,24.0644704,26_24 
26_25 ,26,25,25 - Naliyabari Model Uccha Buniyadi Vidyalaya,91.67969643,24.1390074,26_25 
26_26 ,26,26,26 - Hatimara Uccha Buniyadi Vidyalaya,91.67969643,24.1390074,26_26 
26_27 ,26,27,27 - Khariyabasti Nimna Buniyadi Vidyalaya,91.70195015,24.0702537,26_27 
26_28 ,26,28,28 - Bhatimaydan Uccha Buniyadi Vidyalaya,91.717566,24.0487532,26_28 
26_29 ,26,29,29 - Aidankur Uccha Buniyadi Vidyalaya,91.71377,24.07246144,26_29 
26_3 ,26,3,3 - Banbajar Panchayet Office,91.666433,24.20546158,26_3 
26_30 ,26,30,30 - Takachaiya Uccha  Buniyadi Vidyalaya,91.712631,24.0713211,26_30 
26_31 ,26,31,31 - Rabicharan Para Nimna Buniyadi Vidyalaya,91.67969643,24.1390074,26_31 
26_32 ,26,32,32 - Anath Chaudhuri Para Uccha Buniyadi Vidyalaya,91.7073777,24.01017738,26_32 
26_33 ,26,33,33 - Dina Kobra Para S.B. School,91.70701652,24.01008433,26_33 
26_34 ,26,34,34 - Pashchim Rajnagar High School (Uttarangsha),91.70711134,24.01103013,26_34 
26_35 ,26,35,35 - Pashchim Rajngar Uccha Vidyalaya(Dakshinangsha),91.70711231,24.0110321,26_35 
26_36 ,26,36,36 - Tulashikar Rajnagar Class-XII School(E/W),91.67969643,24.1390074,26_36 
26_38 ,26,38,38 - Tuichingram Bari Panchayet Office,91.67969643,24.1390074,26_38 
26_39 ,26,39,39 - Uttar Pramodenagar R.P. S.B. School,91.70969665,24.1390075,26_39 
26_4 ,26,4,4 - Asharambari Class-XII School (NW),91.6726359,24.18443083,26_4 
26_40 ,26,40,40 - Ananda Chaudhuri Para Nimna Buniyadi Vidyalaya,91.67969643,24.1390074,26_40 
26_41 ,26,41,41 - Binanhazari Para High School,91.67969643,24.1390074,26_41 
26_42 ,26,42,42 - Jangakabra Bari Uccha Buniyadi Vidyalaya(E/W),91.67969643,24.1390074,26_42 
26_43 ,26,43,43 - Tuibaglai M.D. Para S.B. School,91.70969647,24.13600725,26_43 
26_44 ,26,44,44 - Jangakabra Bari S.B. School(W/W),91.67969643,24.1390074,26_44 
26_45 ,26,45,45 - Namanjoy bari SB School,91.70968648,24.14000756,26_45 
26_46 ,26,46,46 - Shobharam Chaudhuri Para Uccha Buniyadi Vidyalaya,91.67969643,24.1390074,26_46 
26_47 ,26,47,47 - Padma Mohan bari J.B. School,91.68968765,24.14000759,26_47 
26_48 ,26,48,48 - Nanda Kumar Para Nimna Buniyadi Vidyalaya,91.67969643,24.1390074,26_48 
26_5 ,26,5,5 - Asharambari Class-XII School (SW),91.6725203,24.10446306,26_5 
26_6 ,26,6,6 - Kachubadi Uccha Buniyadi Vidyalaya,91.67969643,24.1390074,26_6 
26_7 ,26,7,7 - Karangichara Uccha Buniyadi Vidyalaya,91.670817,24.167418,26_7 
26_8 ,26,8,8 - Bidyabil Uccha Vidyalaya,91.7003724,24.14694864,26_8 
26_9 ,26,9,9 - Dakhalsing Bari Model Uccha Buniyadi Vidyalaya,91.67969643,24.1390074,26_9 
27_1 ,27,1,1 - Chebari Dwadash Shreni Vidyalaya,91.62643251,24.02550471,27_1 
27_10 ,27,10,10 - Garu Bari Uccha Buniyadi Vidyalaya,91.63244732,23.98962458,27_10 
27_11 ,27,11,11 - Ramdev Thakur Para Uccha Buniyadi Vidyalaya,91.6533299,23.99814214,27_11 
27_12 ,27,12,12 - Pashchim Shantinagar Uccha Vidyalaya,91.62572263,23.9730903,27_12 
27_14 ,27,14,14 - Kunjaban Uchha Buniyadi Vidyalaya (N/W),91.60160586,23.94382592,27_14 
27_15 ,27,15,15 - Kunjaban S.B. School (S/W),91.60160586,23.94382592,27_15 
27_16 ,27,16,16 - Gadia Dafadar Para Uccha Buniyadi Vidyalaya(Purbangsha),91.62234645,23.96189077,27_16 
27_17 ,27,17,17 - Gadia Dafadar Para Uccha Buniyadi Vidyalaya(Pashchimangsha),91.62234645,23.96189077,27_17 
27_18 ,27,18,18 - Kunjaban Uccha Vidyalaya,91.59710492,23.93585579,27_18 
27_19 ,27,19,19 - Uttar Ghilatali (Ratia) Dwadash Shreni Vidyalaya(Dakshinangsha),91.62256347,23.96193606,27_19 
27_20 ,27,20,20 - North Ghilatali (Ratia) Dwadash Shreni Vidyalaya (Uttarangsha),91.62234645,23.96189077,27_20 
27_21 ,27,21,21 - Nagurai Kobra Para Nimna  Buniyadi Vidyalaya,91.64366651,23.97774798,27_21 
27_22 ,27,22,22 - Office of the Fishery Officer; Kalyanapur,91.60758904,23.93866988,27_22 
27_24 ,27,24,24 - Kalyanapur Bazar Colony Balika Uccha Vidyalaya,91.60275528,23.92923303,27_24 
27_25 ,27,25,25 - Ruprai Hour S.B. School (W/W),91.57691861,23.9207165,27_25 
27_26 ,27,26,26 - Ruprai Hour Uccha Buniyadi Vidyalaya (N/W),91.57725198,23.92185997,27_26 
27_27 ,27,27,27 - Debatabari Uccha Buniyadi Vidyalaya,91.59535426,23.90158034,27_27 
27_28 ,27,28,28 - Gagan Chandra Chaudhuri Para Uchach Buniyadi Vidyalaya(Uttarangsha),91.5993235,23.91856317,27_28 
27_29 ,27,29,29 - Gagan Chandra Chaudhuri Para Uchach Buniyadi Vidyalaya(Dakshinangsha),91.5994502,23.91839307,27_29 
27_3 ,27,3,3 - Sachindra Nagar Colony Uccha Buniyadi Vidyalaya,91.63443879,24.01701639,27_3 
27_30 ,27,30,30 - Kalyanpur H.S. School (Uttarangsha),91.60997858,23.9349863,27_30 
27_31 ,27,31,31 - Kalyanapur Nimn Buniyadi Vidyalaya(Dakshinangsha),91.61072121,23.93422482,27_31 
27_32 ,27,32,32 - Saranjay Chaudhuri Para Uccha Vidyalaya,91.61952249,23.93935034,27_32 
27_33 ,27,33,33 - Harimahajan Tila Anganwadi Centre,91.62304462,23.93482137,27_33 
27_34 ,27,34,34 - Batekha Hour Nimn Buniyadi Vidyalaya,91.6156431,23.91923324,27_34 
27_35 ,27,35,35 - Utabari Uccha Buniyadi Vidyalaya,91.60766713,23.9164417,27_35 
27_36 ,27,36,36 - Puratan Kantiya Thakor Para Nimn Buniyadi Vidyalaya,91.62821757,23.93712697,27_36 
27_37 ,27,37,37 - Sitakunda Uccha Buniyadi Vidyalaya,91.63848092,23.94506794,27_37 
27_38 ,27,38,38 - Dinadayal Sardar Para Uccha  Buniyadi Vidyalaya,91.63155363,23.92545485,27_38 
27_4 ,27,4,4 - Chebari Uccha Vidyalaya (Uttarangsha),91.62262581,24.01369291,27_4 
27_40 ,27,40,40 - Ghilatali Bazar Dwadash Shreni Vidyalaya (Purbangsha),91.62664096,23.91832345,27_40 
27_41 ,27,41,41 - Ghilatali Bazar Dwadash Shreni Vidyalaya (Pashchimangsha),91.62663243,23.9183375,27_41 
27_42 ,27,42,42 - Kalyanapur Totabadi Uccha Vidyalaya,91.62021406,23.90966677,27_42 
27_43 ,27,43,43 - Malay Sardar Para Uccha Buniyadi Vidyalaya,91.6175609,23.88815742,27_43 
27_45 ,27,45,45 - Kamalnagar Uccha Vidyalaya (Pashchimangsha),91.62830213,23.90182087,27_45 
27_46 ,27,46,46 - Morgang Para Nimna Buniyadi Vidyalaya,91.62836522,23.90183838,27_46 
27_47 ,27,47,47 - Kamalnagar High School (N/W),91.62836522,23.90183838,27_47 
27_48 ,27,48,48 - Niranjan Sardar Para Uccha Buniyadi Vidyalaya (West Wing),91.64320984,23.91864054,27_48 
27_49 ,27,49,49 - Niranjan Sardar Para Uccha Buniyadi Vidyalaya(East Wing),91.64320984,23.91864054,27_49 
27_5 ,27,5,5 - Chebari Uccha Vidyalaya (Dakshinangsha),91.62251651,24.01392937,27_5 
27_50 ,27,50,50 - North Maharanipur Bhumihin Colony Nimna Buniyadi Vidyalaya,91.66420402,23.92073988,27_50 
27_51 ,27,51,51 - Balaram Kobra C.R.C.,91.67164615,23.91694006,27_51 
27_52 ,27,52,52 - Maharanipur Bazar High School,91.62954161,23.91804094,27_52 
27_53 ,27,53,53 - Krishna manika para Uccha Buniyadi Vidyalaya,91.66308226,23.91363034,27_53 
27_54 ,27,54,54 - Rambabu Sampadak Para Uccha Vidyalaya (South Wing,91.63943781,23.89804093,27_54 
27_55 ,27,55,55 - Rambabu Sampadak Para Uccha Vidyalaya (N/W),91.63954111,23.89807801,27_55 
27_56 ,27,56,56 - Laxmi Charan Para Anganwari Centre,91.68794081,23.91532249,27_56 
27_6 ,27,6,6 - Pashchim Chebri Panchayet Office,91.62566555,24.01213698,27_6 
27_7 ,27,7,7 - Bidyamohan Thakur Para Uccha Vidyalaya(E/W),91.63798735,24.00939372,27_7 
27_8 ,27,8,8 - Bidyamohan Thakur Para Uccha Vidyalaya(W/W),91.62234645,23.96189077,27_8 
27_9 ,27,9,9 - Sonachara SB School,91.62234645,23.96189077,27_9 
28_1 ,28,1,1 - Durgadhan Para Uccha Buniyadi Vidyalaya,91.62164667,23.84688491,28_1 
28_10 ,28,10,10 - Moharchara North Para Anganwadi Centre,91.62551133,23.88511335,28_10 
28_11 ,28,11,11 - Chalita Bari High School (E/W),91.62540941,23.86546831,28_11 
28_12 ,28,12,12 - Chalita Bari High School(N/W),91.62497567,23.86542168,28_12 
28_13 ,28,13,13 - Icharabil H.S.Vidyalaya (Uttarangsha),91.62164667,23.84688491,28_13 
28_15 ,28,15,15 - Icharabil H.S.Vidyalaya(Dakshinangsha),91.62178727,23.84706491,28_15 
28_16 ,28,16,16 - Hadrai Radhamadhab Uccha Vidyalaya(Dakshinangsha),91.61006139,23.85287244,28_16 
28_17 ,28,17,17 - Hadrai Radhamadhab Uccha Vidyalaya(Uttarangsha),91.60966011,23.85300311,28_17 
28_19 ,28,19,19 - Tarachand Rupini Bari Uccha Buniyadi Vidyalaya(Purbangsha),91.59471606,23.84663664,28_19 
28_20 ,28,20,20 - Tarachand Rupini Bari Uccha Buniyadi Vidyalaya(Pashchimangsha),91.59454339,23.84632811,28_20 
28_21 ,28,21,21 - Ghaniyar Bill J.B. School,91.61826628,23.8314572,28_21 
28_22 ,28,22,22 - Tuichindrai Bari Dwadash Shreni Vidyalaya(Madhyaangsha),91.61881358,23.82081955,28_22 
28_23 ,28,23,23 - Tuichindrai Bari Dwadash Shreni Vidyalaya(Uttarangsha),91.61855681,23.82087664,28_23 
28_24 ,28,24,24 - Tuisindrai Bari Dwadash Shreni Vidyalaya(Dakshinangsha),91.61859691,23.82071173,28_24 
28_25 ,28,25,25 - Haoyaibadi High School(Dakshinangsha),91.59721512,23.8124685,28_25 
28_27 ,28,27,27 - Haoyaibadi Uccha Vidyalaya(Pashchimangsha),91.59684737,23.81234871,28_27 
28_28 ,28,28,28 - Mohan Singh Sardar Para Uccha Buniyadi Vidyalaya,91.61206931,23.79084071,28_28 
28_29 ,28,29,29 - Sirdukcherra J.B. School,91.60159543,23.77793495,28_29 
28_3 ,28,3,3 - Duthai Jamadar Para Uccha Buniyadi Vidyalaya,91.62164667,23.84688491,28_3 
28_30 ,28,30,30 - Sardukarakari Uccha Vidyalaya,91.62289342,23.80707826,28_30 
28_31 ,28,31,31 - Haoyaibari Panchayet Office,91.61853544,23.81935755,28_31 
28_32 ,28,32,32 - Dakshin Pulinapur High School (Purbangsha),91.62197924,23.82535728,28_32 
28_33 ,28,33,33 - Dakshin Pulinapur High School (Pashchimangsha),91.62178607,23.82543728,28_33 
28_34 ,28,34,34 - Teliamura Dwadash Shreni Vidyalaya(Dakshinangsha),91.62501013,23.83863574,28_34 
28_35 ,28,35,35 - Teliamura Dwadash Shreni Vidyalaya(North Wing),91.62501528,23.83847486,28_35 
28_36 ,28,36,36 - Teliamura Govt. English Medium H.S. School(E/W),91.62268598,23.84176135,28_36 
28_38 ,28,38,38 - Teliamura Govt. English  Medium H.S. (West Wing),91.62269245,23.84165474,28_38 
28_39 ,28,39,39 - Jaoharlal Nehru Vidyapith S.B.School (Dashamighat),91.62863032,23.84183031,28_39 
28_4 ,28,4,4 - Para Kalak Ucchatara Madhyamik Vidyalaya(Uttarangsha),91.61114742,23.8786174,28_4 
28_40 ,28,40,40 - Gunamani Anganwadi Centre,91.63343311,23.84321497,28_40 
28_41 ,28,41,41 - Saradamayi Vidyapith (Purbangsha),91.63642114,23.84611088,28_41 
28_42 ,28,42,42 - Saradamayi Vidyapith (Pashchimangsha),91.63609028,23.84566884,28_42 
28_43 ,28,43,43 - Netajinagar Uccha Vidyalaya (Dakshinangsha),91.64378761,23.84392911,28_43 
28_45 ,28,45,45 - Netajinagar Uccha Vidyalaya(Uttarangsha),91.63655386,23.84378304,28_45 
28_47 ,28,47,47 - Kabi Najrul Vidyabhaban Dwadash Shreni Vidyalaya(Madhyaangsha),91.63655386,23.84052511,28_47 
28_48 ,28,48,48 - Kabi Najrul Vidyabhaban Dwadash Shreni Vidyalaya(Uttarangsha),91.63669407,23.84061376,28_48 
28_49 ,28,49,49 - Kabi Najrul Vidyabhaban Dwadash Shreni Vidyalaya(Pashchimangsha),91.63669282,23.84042574,28_49 
28_5 ,28,5,5 - Para Kalak Ucchatara Madhyamik Vidyalaya(Dakshinangsha),91.61132832,23.87882511,28_5 
28_50 ,28,50,50 - District Forest Office,91.6374063,23.83997687,28_50 
28_51 ,28,51,51 - Vivekananda Dwadash Shreni Vidyalaya(Purbangsha),91.63824012,23.83322022,28_51 
28_52 ,28,52,52 - Vivekananda Dwadash Shreni Vidyalaya(W/W),91.63831714,23.83300563,28_52 
28_53 ,28,53,53 - Master Da Surjya Sen J.B. School(N/W),91.64097728,23.82935934,28_53 
28_6 ,28,6,6 - Moharachhada Dwadash Shreni Vidyalaya (Madhyaangsha),91.62596521,23.87902283,28_6 
28_7 ,28,7,7 - Moharchara Dwadash Shreni Vidyalaya (Uttarangsha),91.62552129,23.87889029,28_7 
28_8 ,28,8,8 - Moharchara Dwadash Shreni Vidyalaya (Dakshinangsha),91.6255133,23.87886029,28_8 
28_9 ,28,9,9 - Moharpara Girls S.B. School,91.61551354,23.85886027,28_9 
29_1 ,29,1,1 - Thapidayal Bidyaniketan Uccha Vidyalaya(Dakshinangsha),91.68130554,23.83233076,29_1 
29_10 ,29,10,10 - Biladhan Reang Chowdhury Para High School,91.75159839,23.90423069,29_10 
29_11 ,29,11,11 - Krishnamani R.C.P. J.B. School,91.68130554,23.83233076,29_11 
29_12 ,29,12,12 - Bilaikang J.B. School,91.69130555,23.89353407,29_12 
29_13 ,29,13,13 - Naitalim High School,91.68130554,23.83233076,29_13 
29_14 ,29,14,14 - Gopiballab J.B. School(S/W),91.68130554,23.83233076,29_14 
29_15 ,29,15,15 - Gopiballab J.B. School(N/W),91.68130554,23.83233076,29_15 
29_16 ,29,16,16 - Maiganga Gram Panchayet Office,91.68130554,23.83233076,29_16 
29_17 ,29,17,17 - Fulbasi Das Para High School,91.68130554,23.83233076,29_17 
29_18 ,29,18,18 - Maiganga Sukanta Dwadash Shreni Vidyalaya (Purbangsha),91.68130554,23.83233076,29_18 
29_19 ,29,19,19 - Maiganga Sukanta Dwadash Shreni Vidyalaya (Pashchimangsha),91.68130554,23.83233076,29_19 
29_2 ,29,2,2 - Thapidayal Bidyaniketan Uccha Vidyalaya(Uttarangsha),91.68130554,23.83233076,29_2 
29_20 ,29,20,20 - M K Gandhi S B School,91.68130554,23.83233076,29_20 
29_21 ,29,21,21 - Maharanipur I.C.D.S. Centre,91.68130554,23.83233076,29_21 
29_22 ,29,22,22 - Maharanipur Dwadash Shreni Vidyalaya (Pashchimangsha),91.65680437,23.84306847,29_22 
29_23 ,29,23,23 - Maharanipur Dwadash Shreni Vidyalaya (Dakshinangsha),91.65671675,23.84270891,29_23 
29_24 ,29,24,24 - Maharanipur Dwadash Shren Vidyalaya (Purbangsha),91.65678841,23.84294091,29_24 
29_25 ,29,25,25 - Metharai Reang Bari Uccha Vidyalaya(Purbangsha),91.66855851,23.83406105,29_25 
29_26 ,29,26,26 - Metharai Reang Bari Uccha Vidyalaya (N/W),91.66855851,23.83406105,29_26 
29_27 ,29,27,27 - Metharai Reang Bari High School (Pashchimangsha),91.66821764,23.83407179,29_27 
29_29 ,29,29,29 - Kshirode Nayek Para Uccha Buniyadi Vidyalaya,91.69027698,23.85698552,29_29 
29_3 ,29,3,3 - Krishnapur Uccha Vidyalaya (Purbangsha),91.68130554,23.83233076,29_3 
29_30 ,29,30,30 - Manik Roy Kalai Para Uccha Buniyadi  Vidyalaya,91.65106865,23.83347703,29_30 
