,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,2018 VS,2019 LS,VS'Past (NDA),Unnamed: 20,Unnamed: 21,VS'Past (UPA),"VS'Past 
(Left Front)",Unnamed: 24,Unnamed: 25,Unnamed: 26,VS'Past,VS Margin,Unnamed: 29,VS Margin Votes,LS'Past (NDA),LS'Past (UPA),LS'Past,LS'Past.1,LS Margin,LS Margin Votes,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
10,1,10,10,10,10-चल्ड छड়ा एस.वि.स्कुल,"10-চল্ড ছড়া এস.বি.স্কুল
 ভোট গ্রহন কেন্দ্রের ঠিকানা :
 বাকীরাম পাড়া, উত্তর দশগড়িয়া, উত্তর দশগড়িয়া-799212",10-Chandicharra S.B. School,शानखला,शानखला,668,0.27994011976047906,0.09580838323353294,0.19910179640718562,,,0.5194610778443114,0.4805389221556886,583,535,0.6364,0,0.6364,0.0086,0.3036,0,0,0,0.051500000000000004,-0.3036,0.3328,-176.9988,0.0206,0.20370000000000002,0.1215,0.6542,-0.6336,-338.97600000000006,1_M_1,1_10,,,,,10,M_1
11,1,11,11,11,"शरৎ चौधुरी पाड়ा, मेघलिवन्द, दारोगामुड়ा-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 শরৎ চৌধুরী পাড়া, মেঘলিবন্দ, দারোগামুড়া-799212
 4 7 জাহান সং১াচা",11-Sarat Chowdhuri Para S.B.School,मेघलिवन्द,मेघलिवन्द,1026,0.3079922027290448,0.17641325536062377,0.1189083820662768,,,0.4746588693957115,0.5253411306042886,886,755,0.5428999999999999,0,0.5428999999999999,0.0147,0.3837,0,0,0,0.0587,-0.3837,0.15919999999999995,-339.9582,0.0437,0.32049999999999995,0.1325,0.5033,-0.45959999999999995,-346.998,1_M_1,1_11,,,,,11,M_1
12,1,12,12,12,"कातलामारा, मेघलिवन्द, सिमना-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 কাতলামারা, মেঘলিবন্দ, সিমনা-799212
 4 7 জাহান সং১াচা",12-Katalamara High School(East Wing),मेघलिवन्द,मेघलिवन्द,570,0.3286467486818981,0.15289982425307558,0.12478031634446397,,,0.4842105263157895,0.5157894736842106,505,494,0.46340000000000003,0,0.46340000000000003,0.0158,0.4475,0,0,0,0.0733,-0.4475,0.015900000000000025,-225.9875,0.43520000000000003,0.19030000000000002,0.1417,0.2328,0.20240000000000002,99.9856,1_M_1,1_12,,,,,12,M_1
13,1,13,13,13,"कातलामारा, मेघलिवन्द, सिमना-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 কাতলামারা, মেঘলিবন্দ, সিমনা-799212
 4 7 জাহান সং১াচা",13-Katalamara High School(West Wing),मेघलिवन्द,मेघलिवन्द,708,0.3403954802259887,0.19491525423728814,0.14124293785310735,,,0.4943502824858757,0.5056497175141242,635,598,0.4362,0,0.4362,0.0189,0.5071,0,0,0,0.0378,-0.5071,-0.07090000000000002,-322.00849999999997,0.5067,0.2659,0.15380000000000002,0.0736,0.24080000000000001,143.9984,1_M_2,1_13,,,,,13,M_2
14,1,14,14,14,"वैरागीपाड়ा, मेघलिवन्द, सिमना-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 বৈরাগীপাড়া, মেঘলিবন্দ, সিমনা-799212
 4 7 জাহান সং১াচা",14-Bairagipara J. B. School(Uttarangsha),मेघलिवन्द,मेघलिवन्द,497,0.3588709677419355,0.1532258064516129,0.07661290322580645,,,0.5090543259557344,0.4909456740442656,447,437,0.17,0,0.17,0.051500000000000004,0.7404999999999999,0,0,0,0.038,-0.7404999999999999,-0.5704999999999999,-331.0035,0.31120000000000003,0.4622,0.11900000000000001,0.1076,-0.15099999999999997,-65.98699999999998,1_M_2,1_14,,,,,14,M_2
15,1,15,15,15,"वैरागीपाड়ा, मेघलिवन्द, ईशानपुर-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 বৈরাগীপাড়া, মেঘলিবন্দ, ঈশানপুর-799212
 4 7 জাহান সং১াচা",15-Bairagipara J. B. School(Dakshinangsha),मेघलिवन्द,मेघलिवन्द,800,0.39625,0.14,0.1325,,,0.48875,0.51125,698,644,0.45130000000000003,0,0.45130000000000003,0.0229,0.5,0,0,0,0.0258,-0.5,-0.048699999999999966,-349,0.6118,0.16149999999999998,0.1444,0.0823,0.45030000000000003,289.9932,1_M_2,1_15,,,,,15,M_2
16,1,16,16,16,"ईशानपुर, मेघलिवन्द, ईशानपुर-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 ঈশানপুর, মেঘলিবন্দ, ঈশানপুর-799212
 4 7 জাহান সং১াচা",16-Ishanpur Dwadash Shreni Vidyalaya(Pashchimangsha),मेघलिवन्द,मेघलिवन्द,575,0.4121739130434783,0.17043478260869566,0.12869565217391304,,,0.5008695652173913,0.4991304347826087,521,485,0.4434,0,0.4434,0.0115,0.4914,0,0,0,0.0537,-0.4914,-0.04799999999999999,-256.0194,0.5443,0.2206,0.1588,0.07629999999999999,0.3237,156.9945,1_M_2,1_16,,,,,16,M_2
17,1,17,17,17,"ईशानपुर, मेघलिवन्द, ईशानपुर-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 ঈশানপুর, মেঘলিবন্দ, ঈশানপুর-799212
 4 7 জাহান সং১াচা",17-Ishanpur Dwadash Shreni Vidyalaya(Purbangsha),मेघलिवन्द,मेघलिवन्द,651,0.36251920122887865,0.15821812596006143,0.1597542242703533,,,0.4869431643625192,0.5130568356374808,603,570,0.4826,0,0.4826,0.0265,0.43119999999999997,0,0,0,0.059699999999999996,-0.43119999999999997,0.0514,-260.0136,0.5895,0.1895,0.1561,0.0649,0.4,228,1_M_2,1_17,,,,,17,M_2
18,1,18,18,18,"सोनाराम, ईशानपुर, सोनाराम-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 সোনারাম, ঈশানপুর, সোনারাম-799212
 4 7 জাহান সং১াচা",18-Sonaram ADC Village Office,सोनाराम,सोनाराम,908,0.36604189636163176,0.13891951488423374,0.1587651598676957,,,0.47577092511013214,0.5242290748898678,772,682,0.5297999999999999,0,0.5297999999999999,0.011699999999999999,0.4132,0,0,0,0.0453,-0.4132,0.11659999999999993,-318.9904,0.0499,0.4208,0.1613,0.368,-0.3709,-252.9538,1_M_2,1_18,,,,,18,M_2
19,1,19,19,19,"ईशानपुर, ईशानपुर, ईशानपुर-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 ঈশানপুর, ঈশানপুর, ঈশানপুর-799212
 4 7 জাহান সং১াচা",19-22-Card J.B School,ईशानपुर,ईशानपुर,874,0.3447880870561283,0.1706758304696449,0.12485681557846506,,,0.5125858123569794,0.4874141876430206,793,745,0.4023,0,0.4023,0.0391,0.5044,0,0,0,0.0542,-0.5044,-0.10209999999999997,-399.9892,0.3933,0.38520000000000004,0.17850000000000002,0.043,0.00809999999999994,6.034499999999956,1_M_2,1_19,,,,,19,M_2
20,1,20,20,20,"वाइश कार्ड, ईशानपुर, ईशानपुर-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 বাইশ কার্ড, ঈশানপুর, ঈশানপুর-799212
 4 7 জাহান সং১াচা",20-Ishanpur Samaj Siksha kendra,ईशानपुर,ईशानपुर,662,0.36706948640483383,0.1646525679758308,0.09667673716012085,,,0.5120845921450151,0.4879154078549849,616,574,0.4838,0,0.4838,0.016200000000000003,0.4399,0,0,0,0.0601,-0.4399,0.043899999999999995,-270.9784,0.47909999999999997,0.33799999999999997,0.1359,0.047,0.1411,80.9914,1_M_2,1_20,,,,,20,M_2
21,1,21,21,21,"नरेन्द्रपुर, मनतला, सिधाइ- 799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 নরেন্দ্রপুর, মনতলা, সিধাই- 799212
 4 7 জাহান সং১াচা",21-Narendrapur T.E.S. B.School(W),मनतला,मनतला,624,0.4150641025641026,0.1282051282051282,0.08493589743589744,,,0.5032051282051282,0.4967948717948718,602,514,0.2691,0,0.2691,0.024900000000000002,0.6445000000000001,0,0,0,0.061500000000000006,-0.6445000000000001,-0.37540000000000007,-387.98900000000003,0.2743,0.2082,0.4241,0.0934,-0.1498,-76.99719999999999,1_M_2,1_21,,,,,21,M_2
22,1,22,22,22,"नरेन्द्रपुर, मनतला, सिधाइ-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 নরেন্দ্রপুর, মনতলা, সিধাই-799212
 4 7 জাহান সং১াচা",22-Narendrapur T.E.S. B.School(Purbangsha),मनतला,मनतला,832,0.31490384615384615,0.17067307692307693,0.10576923076923077,,,0.5192307692307693,0.4807692307692308,735,716,0.21899999999999997,0,0.21899999999999997,0.0177,0.7020000000000001,0,0,0,0.061200000000000004,-0.7020000000000001,-0.4830000000000001,-515.97,0.14529999999999998,0.243,0.4567,0.155,-0.3114,-222.9624,1_M_2,1_22,,,,,22,M_2
23,1,23,23,23,"मनतला , कालाछड়ा-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 মনতলা , কালাছড়া-799212
 4 7 জাহান সং১াচা",23-Manatala High School,मनतला,मनतला,787,0.33163913595933925,0.20584498094027953,0.10927573062261753,,,0.5171537484116899,0.48284625158831,699,706,0.2661,0,0.2661,0.02,0.6667000000000001,0,0,0,0.0472,-0.6667000000000001,-0.40060000000000007,-466.02330000000006,0.4193,0.22519999999999998,0.2748,0.08070000000000001,0.14450000000000002,102.01700000000001,1_M_2,1_23,,,,,23,M_2
24,1,24,24,24,"साचिय়ावाड়ी, वालुर वन्द, सुवलसिं-799211","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 সাচিয়াবাড়ী, বালুর বন্দ, সুবলসিং-799211
 4 7 জাহান সং১াচা",24-Sachiyabari J.B.School,भारत चौधुरी,भारत चौधुरी,646,0.3142414860681115,0.16253869969040247,0.08823529411764706,,,0.5139318885448917,0.48606811145510836,575,548,0.34090000000000004,0,0.34090000000000004,0.0278,0.5913,0,0,0,0.04,-0.5913,-0.2504,-339.9975,0.0347,0.3759,0.2464,0.3431,-0.3412,-186.9776,1_M_2,1_24,,,,,24,M_2
25,1,25,25,25,"मुड়ावाड়ी, ग्राम-वालुरवन्द, पोः-वालुरवन्द-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 মুড়াবাড়ী, গ্রাম-বালুরবন্দ, পোঃ-বালুরবন্দ-799212
 4 7 জাহান সং১াচা",25-Subalsingh Para S.B. School,वालुरवन्द,वालुरवन्द,896,0.26674107142857145,0.15290178571428573,0.16517857142857142,,,0.5078125,0.4921875,761,725,0.4941,0,0.4941,0.0118,0.452,0,0,0,0.042,-0.452,0.04209999999999997,-343.97200000000004,0.0828,0.32689999999999997,0.1917,0.3986,-0.3158,-228.955,1_M_3,1_25,,,,,25,M_3
26,1,26,26,26,"फाड়ीवाड়ी, ग्राम-वालुरवन्द, पोः-वालुरवन्द-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 ফাড়ীবাড়ী, গ্রাম-বালুরবন্দ, পোঃ-বালুরবন্দ-799212
 4 7 জাহান সং১াচা",26-Gayamani J.B. School,भारत चौधुरी,भारत चौधुरी,605,0.3140495867768595,0.1322314049586777,0.1768595041322314,,,0.5289256198347108,0.47107438016528924,521,505,0.5988,0,0.5988,0.0058,0.3608,0,0,0,0.0345,-0.3608,0.238,-187.9768,0.061399999999999996,0.3782,0.1624,0.39799999999999996,-0.33659999999999995,-169.98299999999998,1_M_3,1_26,,,,,26,M_3
27,1,27,27,27,"शानखला, शानखला, सोनाराम-799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 শানখলা, শানখলা, সোনারাম-799212
 4 7 জাহান সং১াচা",27-Shankhala S.B. School(Dakshinangsha),शानखला,शानखला,220,0.2681818181818182,0.21818181818181817,0.14545454545454545,,,0.4818181818181818,0.5181818181818182,205,201,0.5805,0,0.5805,0.0146,0.36590000000000006,0,0,0,0.039,-0.36590000000000006,0.21459999999999996,-75.00950000000002,0.0149,0.25370000000000004,0.0746,0.6567000000000001,-0.6418,-129.0018,1_M_3,1_27,,,,,27,M_3
28,1,28,28,28,"उजान मुदिवाड়ी, ग्राम-शानखला, पोः-उत्तर दशगड়िय়ा -799212","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 উজান মুদিবাড়ী, গ্রাম-শানখলা, পোঃ-উত্তর দশগড়িয়া -799212
 4 7 জাহান সং১াচা",28-Ujan Modi Bari AWC,शानखला,शानखला,294,0.32653061224489793,0.10204081632653061,0.1292517006802721,,,0.48299319727891155,0.5170068027210885,241,240,0.4647,0,0.4647,0.0083,0.4523,0,0,0,0.0747,-0.4523,0.012400000000000022,-109.0043,0.0375,0.4708,0.125,0.3667,-0.4333,-103.992,1_M_3,1_28,,,,,28,M_3
29,1,29,29,29,29-शानखला एस.वि.स्कुल(उत्तरांश),"29-শানখলা এস.বি.স্কুল(উত্তরাংশ)
 
 ভোট গ্রহন কেন্দ্রের ঠিকানা :
 
 শানখলা, শানখলা, সোনারাম-799212
 
 ৮7033 7র7র7ঢ7ঢ7ঢ2ারঢঢঙ0দারা",29-Shankhala S.B.School(Uttarangsha),शानखला,शानखला,904,0.2942477876106195,0.15597345132743362,0.14380530973451328,,,0.5298672566371682,0.47013274336283184,770,723,0.6156,0,0.6156,0.0039000000000000003,0.33770000000000006,0,0,0,0.0429,-0.33770000000000006,0.2779,-260.02900000000005,0.018000000000000002,0.2891,0.1743,0.5186999999999999,-0.5006999999999999,-362.00609999999995,1_M_3,1_29,,,,,29,M_3
30,1,30,30,30,"मुड়ावाड়ी, दक्षिन दशगड়िय়ा, सुवलसिं-799211","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 মুড়াবাড়ী, দক্ষিন দশগড়িয়া, সুবলসিং-799211
 4 7 জাহান সং১াচা",30-Bar Pukur S.B.School,भारत चौधुरी,भारत चौधुरी,887,0.2965050732807215,0.14768883878241262,0.133032694475761,,,0.49379932356257045,0.5062006764374295,750,665,0.444,0,0.444,0.0147,0.4693,0,0,0,0.07200000000000001,-0.4693,-0.02529999999999999,-351.975,0.0662,0.3353,0.2466,0.3519,-0.2857,-189.9905,1_M_3,1_30,,,,,30,M_3
31,1,31,31,31,"वारपुकुर वाड়ी, सुवल सिं, सुवलसिं-799211","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 বারপুকুর বাড়ী, সুবল সিং, সুবলসিং-799211
 4 7 জাহান সং১াচা",31-Surendranagar H.S.School(Purbangsha),सुवलसिं,सुवलसिं,762,0.38713910761154857,0.16272965879265092,0.1089238845144357,,,0.48293963254593175,0.5170603674540682,656,607,0.6006,0,0.6006,0.012199999999999999,0.3293,0,0,0,0.0579,-0.3293,0.27130000000000004,-216.02079999999998,0.0379,0.4069,0.1631,0.3921,-0.369,-223.983,1_M_3,1_31,,,,,31,M_3
32,1,32,32,32,"हेजामारा ग्रोथ सेन्टार, सुरेन्द्र नगर, वैकुन्ठपुर-799211","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 হেজামারা গ্রোথ সেন্টার, সুরেন্দ্র নগর, বৈকুন্ঠপুর-799211
 4 7 জাহান সং১াচা",32-Surendranagar H. S.School(Pashchimangsha),वकुष्ठपुर,वकुष्ठपुर,997,0.3741223671013039,0.13640922768304914,0.10130391173520562,,,0.4864593781344032,0.5135406218655968,873,758,0.44439999999999996,0,0.44439999999999996,0.0103,0.5155,0,0,0,0.0298,-0.5155,-0.0711,-450.03149999999994,0.057999999999999996,0.2375,0.3615,0.34299999999999997,-0.3035,-230.053,1_M_3,1_32,,,,,32,M_3
33,1,33,33,33,"हेजामारा ग्रोथ सेन्टार, सुरेन्द्रनगर, वैकुन्ठपुर-799211","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 হেজামারা গ্রোথ সেন্টার, সুরেন্দ্রনগর, বৈকুন্ঠপুর-799211
 4 7 জাহান সং১াচা",33-Surendranagar ADC Village Office,वकुष्ठपुर,वकुष्ठपुर,1115,0.3761220825852783,0.11490125673249552,0.10323159784560143,,,0.48161434977578477,0.5183856502242152,969,817,0.5439,0,0.5439,0.011399999999999999,0.3818,0,0,0,0.063,-0.3818,0.16210000000000008,-369.96419999999995,0.0196,0.38799999999999996,0.17629999999999998,0.41619999999999996,-0.39659999999999995,-324.02219999999994,1_M_3,1_33,,,,,33,M_3
34,1,34,34,34,"सूरेन्द्रनगर, सुरेन्द्र नगर, वैकुन्ठपुर-799211","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 সূরেন্দ্রনগর, সুরেন্দ্র নগর, বৈকুন্ঠপুর-799211
 4 7 জাহান সং১াচা",34-Kambukcharra S.B.School,काम्कुकछड়ा,काम्कुकछड়ा,949,0.34141201264488935,0.14330874604847207,0.13487881981032665,,,0.5047418335089568,0.4952581664910432,760,676,0.46840000000000004,0,0.46840000000000004,0.014499999999999999,0.4632,0,0,0,0.053899999999999997,-0.4632,0.005200000000000038,-352.032,0.0385,0.355,0.1938,0.4127,-0.37420000000000003,-252.9592,1_M_3,1_34,,,,,34,M_3
35,1,35,35,35,3.भोट ग्रहन केन्द्रेर विस्तृत विवरन,"ডা লা
 3.ভোট গ্রহন কেন্দ্রের বিস্তৃত বিবরন
 
 ভোট গ্রহন কেন্দ্রের নম্বর ও নামঃ
 
 ০ লস ৷ মঞ্চ সর ০ সস",35-Dumrakaridak ADC Village Office,डुमराकारीडाक,डुमराकारीडाक,988,0.3765182186234818,0.16497975708502025,0.1700404858299595,,,0.4939271255060729,0.5060728744939271,841,643,0.6325999999999999,0,0.6325999999999999,0.0070999999999999995,0.2949,0,0,0,0.0654,-0.2949,0.33769999999999994,-248.0109,0.0124,0.5288,0.0669,0.39189999999999997,-0.5164000000000001,-332.0452000000001,1_M_3,1_35,,,,,35,M_3
36,1,36,36,36,"दइखला, डुमराकारि डाक, तमाकारी-799211","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 দইখলা, ডুমরাকারি ডাক, তমাকারী-799211
 4 7 জাহান সং১াচা",36-Radhanagar High School,तमाकारी,तमाकारी,619,0.34248788368336025,0.14539579967689822,0.15347334410339256,,,0.5169628432956381,0.48303715670436187,506,366,0.6008,0,0.6008,0.0059,0.2688,0,0,0,0.1245,-0.2688,0.332,-136.0128,0.0273,0.49729999999999996,0.032799999999999996,0.4426,-0.47,-172.01999999999998,1_M_3,1_36,,,,,36,M_3
37,1,37,37,37,"राधानगर, तमाकारी, तमाकारी-799211","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 রাধানগর, তমাকারী, তমাকারী-799211
 4 7 জাহান সং১াচা",37-Ramdayal S.B. School,पश्चिम तमाकारी,पश्चिम तमाकारी,1020,0.3284313725490196,0.15294117647058825,0.13627450980392156,,,0.492156862745098,0.5078431372549019,865,745,0.4682,0,0.4682,0.018500000000000003,0.2786,0,0,0,0.2347,-0.2786,0.1896,-240.989,0.009399999999999999,0.6765000000000001,0.0483,0.2658,-0.6671000000000001,-496.9895000000001,1_M_4,1_37,,,,,37,M_4
38,1,38,38,38,"तमाकारी, तमाकारी, तमाकारी-799211","ভোট গ্রহন কেন্দ্রের ঠিকানা :
 তমাকারী, তমাকারী, তমাকারী-799211
 4 7 জাহান সং১াচা",38-Tamakari High School,तमाकारी,तमाकारी,701,0.4108416547788873,0.12696148359486448,0.14835948644793154,,,0.49358059914407987,0.5064194008559201,633,434,0.5861,0,0.5861,0.0126,0.34759999999999996,0,0,0,0.0537,-0.34759999999999996,0.2385,-220.03079999999997,0.023,0.4585,0.11289999999999999,0.40549999999999997,-0.4355,-189.007,1_M_4,1_38,,,,,38,M_4
